id,name,spirit_category,primary_spirit,method,glass,ice,garnish,flavor_profiles,vibes,difficulty,lore,pro_tip,is_classic,source,steps_json,ingredients_json,photo_url,photo_thumb,photo_source,photo_id,has_custom_photo,photo_credit,photo_credit_url
ll-00191,Brooklyn Spritzer,gin,Bombay Sapphire,shake,coupe,on the rocks,grapefruit wheel,"[""refreshing"", ""nutty"", ""citrusy"", ""umami"", ""floral""]","[""Holiday"", ""After Dinner"", ""Happy Hour""]",easy,"A classic of the 1970s disco scene, this cocktail rode the wave of the fruit liqueur craze that swept American bars.",,False,liquid_lore_original,"[""Combine all ingredients in a cocktail shaker."", ""Fill with ice and shake vigorously for 12\u201315 seconds until well-chilled."", ""Strain into your prepared glass."", ""Garnish with grapefruit wheel.""]","[{""name"": ""Bombay Sapphire"", ""amount"": ""1\u00bd oz"", ""notes"": null}, {""name"": ""fresh grapefruit juice"", ""amount"": ""\u00bd oz"", ""notes"": null}, {""name"": ""honey syrup"", ""amount"": ""\u00be oz"", ""notes"": null}, {""name"": ""Cocchi Americano"", ""amount"": ""1 dash"", ""notes"": null}]",https://images.unsplash.com/photo-1536935338788-846bb9981813?w=800&q=80&fit=crop&auto=format,https://images.unsplash.com/photo-1536935338788-846bb9981813?w=400&q=70&fit=crop&auto=format,unsplash,1536935338788-846bb9981813,False,Unsplash,https://unsplash.com/photos/1536935338788-846bb9981813
ll-00192,Lisbon Twist,rum,Mount Gay,shake,coupe,on the rocks,cinnamon stick,"[""citrusy"", ""sweet"", ""floral"", ""savory""]","[""Summer Patio"", ""Late Night"", ""Healthy-ish"", ""Game Night""]",medium,"A tiki bar staple from the golden age of Polynesian-themed restaurants, this cocktail was engineered to transport you to a tropical island without leaving your barstool.",Chill your glass in the freezer for 10 minutes before serving. A cold glass keeps the drink cold longer without diluting it.,False,liquid_lore_original,"[""Combine all ingredients in a cocktail shaker."", ""Fill with ice and shake vigorously for 12\u201315 seconds until well-chilled."", ""Strain into your prepared glass."", ""Garnish with cinnamon stick.""]","[{""name"": ""Mount Gay"", ""amount"": ""2 oz"", ""notes"": null}, {""name"": ""fresh lemon juice"", ""amount"": ""1 oz"", ""notes"": null}, {""name"": ""honey syrup"", ""amount"": ""\u00be oz"", ""notes"": null}, {""name"": ""Peychaud's bitters"", ""amount"": ""\u00bc oz"", ""notes"": null}]",https://images.unsplash.com/photo-1571950006183-5cbf100a9bf1?w=800&q=80&fit=crop&auto=format,https://images.unsplash.com/photo-1571950006183-5cbf100a9bf1?w=400&q=70&fit=crop&auto=format,unsplash,1571950006183-5cbf100a9bf1,False,Unsplash,https://unsplash.com/photos/1571950006183-5cbf100a9bf1
ll-00193,The Burnt Zenith,rum,Mount Gay,build,highball,crushed,edible flower,"[""citrusy"", ""sweet"", ""refreshing""]","[""Late Night"", ""After Dinner""]",easy,"Originally a digestif meant to be sipped slowly after a long Italian dinner, this formula was adapted for the American palate by shortening it and adding ice.",Muddle herbs with syrup rather than citrus — the sugar helps extract essential oils without releasing bitter chlorophyll.,False,liquid_lore_original,"[""Fill your glass with ice."", ""Add ingredients in order, finishing with any carbonated components."", ""Give a single gentle stir to incorporate."", ""Garnish with edible flower.""]","[{""name"": ""Mount Gay"", ""amount"": ""2 oz"", ""notes"": null}, {""name"": ""cola"", ""amount"": ""\u00bd oz"", ""notes"": null}, {""name"": ""fresh lime juice"", ""amount"": ""\u00bc oz"", ""notes"": null}, {""name"": ""Peychaud's bitters"", ""amount"": ""1 dash"", ""notes"": null}]",https://images.unsplash.com/photo-1598514982901-4f08e43cf5e8?w=800&q=80&fit=crop&auto=format,https://images.unsplash.com/photo-1598514982901-4f08e43cf5e8?w=400&q=70&fit=crop&auto=format,unsplash,1598514982901-4f08e43cf5e8,False,Unsplash,https://unsplash.com/photos/1598514982901-4f08e43cf5e8
ll-00194,Oaxacan Negroni,gin,Monkey 47,build,highball,none (served up),chocolate shavings,"[""bitter"", ""herby"", ""refreshing"", ""sweet""]","[""Cozy Night In"", ""Party Starter"", ""Happy Hour"", ""After Dinner""]",medium,"A house original from a legendary bar that no longer exists, kept alive through oral tradition among bartenders who worked there.",Rinse the glass with absinthe or a peated Scotch before building the drink to add a subtle aromatic backdrop.,False,liquid_lore_original,"[""Fill your glass with ice."", ""Add ingredients in order, finishing with any carbonated components."", ""Give a single gentle stir to incorporate."", ""Garnish with chocolate shavings.""]","[{""name"": ""Monkey 47"", ""amount"": ""1\u00be oz"", ""notes"": null}, {""name"": ""tonic water"", ""amount"": ""1 oz"", ""notes"": null}, {""name"": ""fresh lime juice"", ""amount"": ""\u00bd oz"", ""notes"": null}, {""name"": ""passion fruit juice"", ""amount"": ""\u00bc oz"", ""notes"": null}]",https://images.unsplash.com/photo-1560963805-6c64f2785b9c?w=800&q=80&fit=crop&auto=format,https://images.unsplash.com/photo-1560963805-6c64f2785b9c?w=400&q=70&fit=crop&auto=format,unsplash,1560963805-6c64f2785b9c,False,Unsplash,https://unsplash.com/photos/1560963805-6c64f2785b9c
ll-00195,Havana Gimlet,vodka,Smirnoff,shake,martini,none (served up),chocolate shavings,"[""citrusy"", ""sweet"", ""refreshing""]","[""Summer Patio"", ""Brunch"", ""After Dinner"", ""Late Night""]",hard,,"When double-straining through a fine mesh, work quickly — the ice continues to dilute in the shaker.",False,liquid_lore_original,"[""Combine all ingredients in a cocktail shaker."", ""Fill with ice and shake vigorously for 12\u201315 seconds until well-chilled."", ""Strain into your prepared glass."", ""Garnish with chocolate shavings.""]","[{""name"": ""Smirnoff"", ""amount"": ""2 oz"", ""notes"": null}, {""name"": ""fresh lime juice"", ""amount"": ""\u00bd oz"", ""notes"": null}, {""name"": ""triple sec"", ""amount"": ""\u00bc oz"", ""notes"": null}, {""name"": ""muddled jalape\u00f1o"", ""amount"": ""2 dashes"", ""notes"": null}]",https://images.unsplash.com/photo-1536935338788-846bb9981813?w=800&q=80&fit=crop&auto=format,https://images.unsplash.com/photo-1536935338788-846bb9981813?w=400&q=70&fit=crop&auto=format,unsplash,1536935338788-846bb9981813,False,Unsplash,https://unsplash.com/photos/1536935338788-846bb9981813
ll-00196,Honeyed Venetian Gimlet,mezcal,El Silencio,shake,rocks,on the rocks,grapefruit wheel,"[""citrusy"", ""smoky"", ""refreshing"", ""earthy""]","[""Party Starter"", ""Brunch"", ""Game Night"", ""Beach Day""]",medium,The recipe was scrawled on a cocktail napkin by its creator and passed between bartenders for years before being formally documented.,Add a few drops of saline solution (20:1 water to salt) to enhance perception of sweetness without making the drink saltier.,False,liquid_lore_original,"[""Combine all ingredients in a cocktail shaker."", ""Fill with ice and shake vigorously for 12\u201315 seconds until well-chilled."", ""Strain into your prepared glass."", ""Garnish with grapefruit wheel.""]","[{""name"": ""El Silencio"", ""amount"": ""2 oz"", ""notes"": null}, {""name"": ""fresh lime juice"", ""amount"": ""1 oz"", ""notes"": null}, {""name"": ""agave syrup"", ""amount"": ""\u00bd oz"", ""notes"": null}, {""name"": ""yuzu juice"", ""amount"": ""1 dash"", ""notes"": null}]",https://images.unsplash.com/photo-1626196340347-9ac5e8a2c6c8?w=800&q=80&fit=crop&auto=format,https://images.unsplash.com/photo-1626196340347-9ac5e8a2c6c8?w=400&q=70&fit=crop&auto=format,unsplash,1626196340347-9ac5e8a2c6c8,False,Unsplash,https://unsplash.com/photos/1626196340347-9ac5e8a2c6c8
ll-00197,The Sundrenched Nadir,vodka,Ciroc,shake,martini,on the rocks,toasted coconut flakes,"[""refreshing"", ""sweet"", ""herby"", ""sour"", ""citrusy""]","[""Cozy Night In"", ""Healthy-ish""]",easy,,Muddle herbs with syrup rather than citrus — the sugar helps extract essential oils without releasing bitter chlorophyll.,False,liquid_lore_original,"[""Combine all ingredients in a cocktail shaker."", ""Fill with ice and shake vigorously for 12\u201315 seconds until well-chilled."", ""Strain into your prepared glass."", ""Garnish with toasted coconut flakes.""]","[{""name"": ""Ciroc"", ""amount"": ""2 oz"", ""notes"": null}, {""name"": ""fresh lime juice"", ""amount"": ""\u00bd oz"", ""notes"": null}, {""name"": ""triple sec"", ""amount"": ""\u00bc oz"", ""notes"": null}, {""name"": ""Champagne"", ""amount"": ""\u00bd oz"", ""notes"": null}]",https://images.unsplash.com/photo-1563227812-0ea4c22e6cc8?w=800&q=80&fit=crop&auto=format,https://images.unsplash.com/photo-1563227812-0ea4c22e6cc8?w=400&q=70&fit=crop&auto=format,unsplash,1563227812-0ea4c22e6cc8,False,Unsplash,https://unsplash.com/photos/1563227812-0ea4c22e6cc8
ll-00198,Rosario's Sangaree,rum,Mount Gay,shake,tiki mug,on the rocks,edible flower,"[""tropical"", ""sweet"", ""smoky"", ""nutty""]","[""Happy Hour"", ""Game Night""]",hard,"A classic of the 1970s disco scene, this cocktail rode the wave of the fruit liqueur craze that swept American bars.",,False,liquid_lore_original,"[""Combine all ingredients in a cocktail shaker."", ""Fill with ice and shake vigorously for 12\u201315 seconds until well-chilled."", ""Strain into your prepared glass."", ""Garnish with edible flower.""]","[{""name"": ""Mount Gay"", ""amount"": ""1\u00be oz"", ""notes"": null}, {""name"": ""passion fruit juice"", ""amount"": ""\u00bd oz"", ""notes"": null}, {""name"": ""orgeat syrup"", ""amount"": ""\u00bd oz"", ""notes"": null}]",https://images.unsplash.com/photo-1569529465841-dfecdab7503b?w=800&q=80&fit=crop&auto=format,https://images.unsplash.com/photo-1569529465841-dfecdab7503b?w=400&q=70&fit=crop&auto=format,unsplash,1569529465841-dfecdab7503b,False,Unsplash,https://unsplash.com/photos/1569529465841-dfecdab7503b
ll-00199,The Golden Dawn,brandy,E&J,shake,coupe,none (served up),lemon wedge,"[""warming"", ""citrusy"", ""sweet"", ""earthy""]","[""Happy Hour"", ""Date Night"", ""Healthy-ish"", ""Brunch""]",medium,"A classic of the 1970s disco scene, this cocktail rode the wave of the fruit liqueur craze that swept American bars.","Toast your spices (cinnamon stick, cardamom) before making the syrup to deepen the flavor profile significantly.",False,liquid_lore_original,"[""Combine all ingredients in a cocktail shaker."", ""Fill with ice and shake vigorously for 12\u201315 seconds until well-chilled."", ""Strain into your prepared glass."", ""Garnish with lemon wedge.""]","[{""name"": ""E&J"", ""amount"": ""1\u00bd oz"", ""notes"": null}, {""name"": ""fresh lemon juice"", ""amount"": ""\u00bd oz"", ""notes"": null}, {""name"": ""simple syrup"", ""amount"": ""\u00bc oz"", ""notes"": null}, {""name"": ""espresso"", ""amount"": ""\u00bc oz"", ""notes"": null}]",https://images.unsplash.com/photo-1546171753-97d7676e4602?w=800&q=80&fit=crop&auto=format,https://images.unsplash.com/photo-1546171753-97d7676e4602?w=400&q=70&fit=crop&auto=format,unsplash,1546171753-97d7676e4602,False,Unsplash,https://unsplash.com/photos/1546171753-97d7676e4602
ll-00200,London Cascade,tequila,Don Julio Blanco,shake,rocks,large cube,thyme sprig,"[""citrusy"", ""bitter"", ""refreshing""]","[""Holiday"", ""Healthy-ish"", ""Cozy Night In"", ""Date Night""]",hard,,,False,liquid_lore_original,"[""Combine all ingredients in a cocktail shaker."", ""Fill with ice and shake vigorously for 12\u201315 seconds until well-chilled."", ""Strain into your prepared glass."", ""Garnish with thyme sprig.""]","[{""name"": ""Don Julio Blanco"", ""amount"": ""1\u00bd oz"", ""notes"": null}, {""name"": ""Campari"", ""amount"": ""\u00bd oz"", ""notes"": null}, {""name"": ""fresh grapefruit juice"", ""amount"": ""\u00bd oz"", ""notes"": null}, {""name"": ""espresso"", ""amount"": ""2 dashes"", ""notes"": null}]",https://images.unsplash.com/photo-1544145945-f90425340c7e?w=800&q=80&fit=crop&auto=format,https://images.unsplash.com/photo-1544145945-f90425340c7e?w=400&q=70&fit=crop&auto=format,unsplash,1544145945-f90425340c7e,False,Unsplash,https://unsplash.com/photos/1544145945-f90425340c7e
ll-00201,Señor Gimlet,vodka,Grey Goose,shake,highball,none (served up),flamed orange peel,"[""citrusy"", ""creamy"", ""refreshing"", ""floral""]","[""Healthy-ish"", ""Cozy Night In"", ""After Dinner"", ""Game Night""]",medium,"Originally a digestif meant to be sipped slowly after a long Italian dinner, this formula was adapted for the American palate by shortening it and adding ice.",Chill your glass in the freezer for 10 minutes before serving. A cold glass keeps the drink cold longer without diluting it.,False,liquid_lore_original,"[""Combine all ingredients in a cocktail shaker."", ""Fill with ice and shake vigorously for 12\u201315 seconds until well-chilled."", ""Strain into your prepared glass."", ""Garnish with flamed orange peel.""]","[{""name"": ""Grey Goose"", ""amount"": ""1\u00bd oz"", ""notes"": null}, {""name"": ""grapefruit juice"", ""amount"": ""\u00be oz"", ""notes"": null}, {""name"": ""honey syrup"", ""amount"": ""\u00bc oz"", ""notes"": null}]",https://images.unsplash.com/photo-1560963805-6c64f2785b9c?w=800&q=80&fit=crop&auto=format,https://images.unsplash.com/photo-1560963805-6c64f2785b9c?w=400&q=70&fit=crop&auto=format,unsplash,1560963805-6c64f2785b9c,False,Unsplash,https://unsplash.com/photos/1560963805-6c64f2785b9c
ll-00202,Atlantic Tide,rum,Diplomatico,shake,highball,large cube,olive,"[""citrusy"", ""floral"", ""refreshing""]","[""Date Night"", ""Healthy-ish"", ""Holiday"", ""Game Night""]",medium,"Invented by a hotel bartender in Havana during the 1920s for an expatriate writer, this cocktail became synonymous with Caribbean sophistication.",Muddle herbs with syrup rather than citrus — the sugar helps extract essential oils without releasing bitter chlorophyll.,False,liquid_lore_original,"[""Combine all ingredients in a cocktail shaker."", ""Fill with ice and shake vigorously for 12\u201315 seconds until well-chilled."", ""Strain into your prepared glass."", ""Garnish with olive.""]","[{""name"": ""Diplomatico"", ""amount"": ""2 oz"", ""notes"": null}, {""name"": ""grapefruit juice"", ""amount"": ""\u00be oz"", ""notes"": null}, {""name"": ""honey syrup"", ""amount"": ""\u00be oz"", ""notes"": null}]",https://images.unsplash.com/photo-1571950006183-5cbf100a9bf1?w=800&q=80&fit=crop&auto=format,https://images.unsplash.com/photo-1571950006183-5cbf100a9bf1?w=400&q=70&fit=crop&auto=format,unsplash,1571950006183-5cbf100a9bf1,False,Unsplash,https://unsplash.com/photos/1571950006183-5cbf100a9bf1
ll-00203,Pearlescent Mexican Ward,gin,Plymouth,shake,coupe,on the rocks,lemon twist,"[""tropical"", ""citrusy"", ""floral"", ""refreshing""]","[""Holiday"", ""Cozy Night In"", ""Date Night"", ""Summer Patio""]",hard,The drink was created as a vehicle for a newly imported spirit and remains the definitive way to experience that base.,Batch the base mix a day ahead and store in the fridge — the flavors meld and the drink becomes more cohesive.,False,liquid_lore_original,"[""Combine all ingredients in a cocktail shaker."", ""Fill with ice and shake vigorously for 12\u201315 seconds until well-chilled."", ""Strain into your prepared glass."", ""Garnish with lemon twist.""]","[{""name"": ""Plymouth"", ""amount"": ""1\u00bd oz"", ""notes"": null}, {""name"": ""fresh grapefruit juice"", ""amount"": ""1 oz"", ""notes"": null}, {""name"": ""honey syrup"", ""amount"": ""\u00bc oz"", ""notes"": null}, {""name"": ""rose water"", ""amount"": ""\u00bc oz"", ""notes"": null}]",https://images.unsplash.com/photo-1574680096145-d05b474e2155?w=800&q=80&fit=crop&auto=format,https://images.unsplash.com/photo-1574680096145-d05b474e2155?w=400&q=70&fit=crop&auto=format,unsplash,1574680096145-d05b474e2155,False,Unsplash,https://unsplash.com/photos/1574680096145-d05b474e2155
ll-00204,Bitter Tide,whiskey_bourbon,Four Roses,build,copper mug,on the rocks,gold luster dust,"[""warming"", ""citrusy"", ""spicy""]","[""Beach Day"", ""After Dinner"", ""Game Night"", ""Late Night""]",easy,"Invented by a hotel bartender in Havana during the 1920s for an expatriate writer, this cocktail became synonymous with Caribbean sophistication.","When double-straining through a fine mesh, work quickly — the ice continues to dilute in the shaker.",False,liquid_lore_original,"[""Fill your glass with ice."", ""Add ingredients in order, finishing with any carbonated components."", ""Give a single gentle stir to incorporate."", ""Garnish with gold luster dust.""]","[{""name"": ""Four Roses"", ""amount"": ""1\u00bd oz"", ""notes"": null}, {""name"": ""ginger beer"", ""amount"": ""\u00be oz"", ""notes"": null}, {""name"": ""fresh lemon juice"", ""amount"": ""\u00bc oz"", ""notes"": null}]",https://images.unsplash.com/photo-1605270012917-bf157c5a9541?w=800&q=80&fit=crop&auto=format,https://images.unsplash.com/photo-1605270012917-bf157c5a9541?w=400&q=70&fit=crop&auto=format,unsplash,1605270012917-bf157c5a9541,False,Unsplash,https://unsplash.com/photos/1605270012917-bf157c5a9541
ll-00205,The Electric Zenith,vodka,Reyka,build,copper mug,none (served neat),lemon twist,"[""sour"", ""citrusy"", ""spicy"", ""refreshing""]","[""After Dinner"", ""Cozy Night In"", ""Summer Patio""]",medium,The recipe was scrawled on a cocktail napkin by its creator and passed between bartenders for years before being formally documented.,Salt on the rim should only cover half the rim — this gives the drinker the choice of sipping with or without.,False,liquid_lore_original,"[""Fill your glass with ice."", ""Add ingredients in order, finishing with any carbonated components."", ""Give a single gentle stir to incorporate."", ""Garnish with lemon twist.""]","[{""name"": ""Reyka"", ""amount"": ""1\u00bd oz"", ""notes"": null}, {""name"": ""ginger beer"", ""amount"": ""\u00bd oz"", ""notes"": null}, {""name"": ""fresh lime juice"", ""amount"": ""\u00bd oz"", ""notes"": null}]",https://images.unsplash.com/photo-1536935338788-846bb9981813?w=800&q=80&fit=crop&auto=format,https://images.unsplash.com/photo-1536935338788-846bb9981813?w=400&q=70&fit=crop&auto=format,unsplash,1536935338788-846bb9981813,False,Unsplash,https://unsplash.com/photos/1536935338788-846bb9981813
